date,co,no,no2,o3,so2,pm2_5,pm10,nh3
2/21/2021,3150.9 µmole,45.6 µmole,26.4 µmole,0.0 µmole,31.5 µmole,395.6 µmole,464.6 µmole,10.8 µmole
2/22/2021,3017.4 µmole,47.8 µmole,24.7 µmole,0.0 µmole,30.3 µmole,386.9 µmole,450.0 µmole,10.0 µmole
2/22/2021,3097.5 µmole,55.0 µmole,28.5 µmole,0.0 µmole,36.7 µmole,378.4 µmole,439.3 µmole,13.9 µmole
2/22/2021,4058.8 µmole,92.1 µmole,32.2 µmole,0.0 µmole,49.1 µmole,420.1 µmole,498.6 µmole,21.0 µmole
2/22/2021,4646.3 µmole,119.8 µmole,39.4 µmole,0.9 µmole,54.8 µmole,428.1 µmole,513.1 µmole,25.3 µmole
2/22/2021,3578.2 µmole,69.7 µmole,62.4 µmole,8.8 µmole,57.7 µmole,360.1 µmole,424.6 µmole,26.9 µmole
2/22/2021,3418.0 µmole,48.3 µmole,76.1 µmole,27.9 µmole,64.9 µmole,359.9 µmole,425.3 µmole,32.2 µmole
2/22/2021,3017.4 µmole,24.4 µmole,79.5 µmole,73.7 µmole,72.5 µmole,355.7 µmole,414.8 µmole,30.2 µmole
2/22/2021,1148.2 µmole,4.4 µmole,30.2 µmole,158.8 µmole,60.1 µmole,202.7 µmole,230.1 µmole,11.3 µmole
2/22/2021,894.6 µmole,2.6 µmole,20.6 µmole,178.8 µmole,49.1 µmole,174.4 µmole,198.1 µmole,9.4 µmole
2/22/2021,821.1 µmole,2.0 µmole,18.7 µmole,186.0 µmole,45.3 µmole,159.2 µmole,181.4 µmole,9.6 µmole
2/22/2021,961.3 µmole,2.8 µmole,28.1 µmole,173.1 µmole,52.9 µmole,158.9 µmole,182.7 µmole,12.5 µmole
2/22/2021,1215.0 µmole,3.4 µmole,43.9 µmole,147.3 µmole,60.6 µmole,168.9 µmole,196.2 µmole,16.2 µmole
2/22/2021,1428.6 µmole,2.1 µmole,61.0 µmole,111.6 µmole,59.6 µmole,164.7 µmole,194.5 µmole,19.3 µmole
2/22/2021,2296.5 µmole,0.9 µmole,104.2 µmole,38.3 µmole,62.9 µmole,192.0 µmole,236.9 µmole,29.4 µmole
2/22/2021,3471.4 µmole,18.6 µmole,115.2 µmole,0.5 µmole,69.6 µmole,256.6 µmole,327.3 µmole,43.6 µmole
2/22/2021,4112.2 µmole,34.9 µmole,98.7 µmole,0.0 µmole,68.7 µmole,308.1 µmole,395.8 µmole,51.7 µmole
2/22/2021,4646.3 µmole,44.7 µmole,90.5 µmole,0.0 µmole,67.7 µmole,360.2 µmole,461.3 µmole,56.7 µmole
2/22/2021,5394.0 µmole,58.1 µmole,86.4 µmole,0.0 µmole,67.7 µmole,423.2 µmole,540.7 µmole,59.8 µmole
2/22/2021,5340.6 µmole,62.6 µmole,81.6 µmole,0.0 µmole,57.2 µmole,426.2 µmole,543.4 µmole,46.6 µmole
2/22/2021,4486.1 µmole,54.5 µmole,71.3 µmole,0.0 µmole,40.5 µmole,370.9 µmole,469.2 µmole,27.4 µmole
2/22/2021,3738.4 µmole,43.4 µmole,60.3 µmole,0.0 µmole,33.4 µmole,332.2 µmole,412.3 µmole,20.0 µmole
2/22/2021,3150.9 µmole,32.6 µmole,51.4 µmole,0.0 µmole,30.3 µmole,302.7 µmole,368.4 µmole,16.2 µmole
2/22/2021,2803.8 µmole,30.0 µmole,42.8 µmole,0.0 µmole,28.1 µmole,285.9 µmole,346.1 µmole,14.1 µmole
2/22/2021,2857.2 µmole,36.7 µmole,35.6 µmole,0.0 µmole,27.7 µmole,292.5 µmole,354.3 µmole,12.7 µmole
2/23/2021,3017.4 µmole,46.5 µmole,32.9 µmole,0.0 µmole,30.0 µmole,304.5 µmole,369.2 µmole,13.1 µmole
2/23/2021,3845.2 µmole,73.3 µmole,35.0 µmole,0.0 µmole,41.0 µmole,357.2 µmole,434.6 µmole,20.0 µmole
2/23/2021,5874.6 µmole,143.1 µmole,42.5 µmole,0.0 µmole,62.9 µmole,481.1 µmole,594.0 µmole,37.5 µmole
2/23/2021,7476.8 µmole,209.2 µmole,56.9 µmole,0.9 µmole,75.3 µmole,548.5 µmole,681.2 µmole,51.7 µmole
2/23/2021,5287.2 µmole,123.4 µmole,85.7 µmole,7.8 µmole,76.3 µmole,400.0 µmole,497.7 µmole,45.6 µmole
2/23/2021,4859.9 µmole,80.5 µmole,113.8 µmole,26.8 µmole,84.9 µmole,377.1 µmole,471.4 µmole,43.1 µmole
2/23/2021,4165.7 µmole,37.6 µmole,128.9 µmole,80.8 µmole,88.7 µmole,357.4 µmole,441.8 µmole,35.5 µmole
2/23/2021,1188.3 µmole,6.2 µmole,41.8 µmole,158.8 µmole,62.9 µmole,138.0 µmole,167.3 µmole,11.9 µmole
2/23/2021,867.8 µmole,3.5 µmole,27.8 µmole,178.8 µmole,48.2 µmole,115.1 µmole,138.9 µmole,10.6 µmole
2/23/2021,814.4 µmole,2.8 µmole,26.1 µmole,188.8 µmole,46.7 µmole,112.3 µmole,135.1 µmole,11.4 µmole
2/23/2021,2056.1 µmole,11.1 µmole,78.8 µmole,130.2 µmole,67.7 µmole,172.4 µmole,214.6 µmole,25.1 µmole
2/23/2021,3898.6 µmole,30.9 µmole,145.3 µmole,57.2 µmole,92.5 µmole,267.8 µmole,338.0 µmole,38.0 µmole
2/23/2021,5661.0 µmole,78.7 µmole,178.2 µmole,10.6 µmole,108.7 µmole,339.4 µmole,431.7 µmole,49.7 µmole
2/23/2021,8010.9 µmole,160.9 µmole,175.5 µmole,0.4 µmole,135.4 µmole,464.8 µmole,590.7 µmole,70.9 µmole
2/23/2021,10788.0 µmole,227.1 µmole,172.7 µmole,0.0 µmole,169.8 µmole,668.9 µmole,838.9 µmole,98.3 µmole
2/23/2021,12924.2 µmole,253.9 µmole,175.5 µmole,0.0 µmole,194.6 µmole,880.5 µmole,1078.7 µmole,119.6 µmole
2/23/2021,14099.1 µmole,243.2 µmole,183.7 µmole,0.0 µmole,225.1 µmole,1025.7 µmole,1239.1 µmole,143.9 µmole
2/23/2021,14953.6 µmole,253.9 µmole,194.7 µmole,0.0 µmole,286.1 µmole,1144.2 µmole,1374.5 µmole,188.5 µmole
2/23/2021,16021.7 µmole,286.1 µmole,211.1 µmole,0.0 µmole,324.3 µmole,1236.5 µmole,1466.7 µmole,216.8 µmole
2/23/2021,15380.9 µmole,282.5 µmole,219.4 µmole,0.0 µmole,297.6 µmole,1201.5 µmole,1393.7 µmole,192.5 µmole
2/23/2021,14312.7 µmole,253.9 µmole,213.9 µmole,0.0 µmole,263.2 µmole,1130.7 µmole,1298.0 µmole,170.2 µmole
2/23/2021,13885.5 µmole,239.6 µmole,200.2 µmole,0.0 µmole,238.4 µmole,1114.5 µmole,1285.3 µmole,162.1 µmole
2/23/2021,13671.9 µmole,232.5 µmole,181.0 µmole,0.0 µmole,171.7 µmole,1140.7 µmole,1322.7 µmole,126.7 µmole
2/23/2021,13458.3 µmole,228.9 µmole,156.3 µmole,0.0 µmole,110.6 µmole,1166.5 µmole,1344.4 µmole,85.1 µmole
2/24/2021,13565.1 µmole,239.6 µmole,138.5 µmole,0.0 µmole,76.3 µmole,1218.3 µmole,1386.4 µmole,61.3 µmole
2/24/2021,14312.7 µmole,268.2 µmole,123.4 µmole,0.0 µmole,68.7 µmole,1296.3 µmole,1467.7 µmole,51.7 µmole
2/24/2021,16662.6 µmole,361.2 µmole,115.2 µmole,0.0 µmole,87.7 µmole,1482.7 µmole,1677.9 µmole,61.8 µmole
2/24/2021,18158.0 µmole,450.6 µmole,117.9 µmole,0.6 µmole,100.1 µmole,1535.7 µmole,1741.3 µmole,63.3 µmole
2/24/2021,12176.5 µmole,282.5 µmole,149.4 µmole,5.3 µmole,116.4 µmole,995.9 µmole,1129.8 µmole,62.3 µmole
2/24/2021,10147.1 µmole,169.9 µmole,216.6 µmole,24.0 µmole,107.8 µmole,812.7 µmole,940.0 µmole,60.8 µmole
2/24/2021,8224.5 µmole,56.8 µmole,241.3 µmole,103.0 µmole,104.0 µmole,712.4 µmole,826.2 µmole,50.2 µmole
2/24/2021,1789.1 µmole,7.7 µmole,60.3 µmole,180.2 µmole,95.4 µmole,205.3 µmole,234.6 µmole,20.3 µmole
2/24/2021,1148.2 µmole,3.6 µmole,32.6 µmole,206.0 µmole,64.9 µmole,149.1 µmole,171.6 µmole,16.1 µmole
2/24/2021,934.6 µmole,2.5 µmole,26.1 µmole,211.7 µmole,54.8 µmole,123.6 µmole,144.4 µmole,14.7 µmole
2/24/2021,1495.4 µmole,5.3 µmole,51.4 µmole,177.4 µmole,62.9 µmole,144.2 µmole,175.9 µmole,21.0 µmole
2/24/2021,2430.0 µmole,9.7 µmole,93.2 µmole,124.5 µmole,73.4 µmole,187.1 µmole,234.7 µmole,28.4 µmole
2/24/2021,3231.1 µmole,12.9 µmole,135.7 µmole,57.9 µmole,77.3 µmole,213.7 µmole,272.6 µmole,33.4 µmole
2/24/2021,5554.2 µmole,75.1 µmole,154.9 µmole,2.2 µmole,96.3 µmole,314.3 µmole,410.1 µmole,52.2 µmole
2/24/2021,8010.9 µmole,150.2 µmole,130.2 µmole,0.0 µmole,112.5 µmole,465.9 µmole,608.6 µmole,74.0 µmole
2/24/2021,8651.7 µmole,155.6 µmole,116.5 µmole,0.0 µmole,112.5 µmole,550.3 µmole,717.7 µmole,85.1 µmole
2/24/2021,8758.6 µmole,139.5 µmole,112.4 µmole,0.0 µmole,106.8 µmole,598.2 µmole,777.0 µmole,88.2 µmole
2/24/2021,9185.8 µmole,139.5 µmole,109.7 µmole,0.0 µmole,96.3 µmole,658.4 µmole,848.0 µmole,83.1 µmole
2/24/2021,8758.6 µmole,125.2 µmole,105.6 µmole,0.0 µmole,70.6 µmole,638.3 µmole,819.7 µmole,53.2 µmole
2/24/2021,6942.8 µmole,93.9 µmole,100.1 µmole,0.0 µmole,44.4 µmole,529.9 µmole,677.4 µmole,24.3 µmole
2/24/2021,5661.0 µmole,68.8 µmole,89.1 µmole,0.0 µmole,40.5 µmole,455.3 µmole,575.9 µmole,19.8 µmole
2/24/2021,4646.3 µmole,44.7 µmole,84.3 µmole,0.0 µmole,45.8 µmole,405.0 µmole,503.6 µmole,21.8 µmole
2/24/2021,3952.0 µmole,27.1 µmole,82.3 µmole,0.0 µmole,55.8 µmole,370.9 µmole,455.4 µmole,25.8 µmole
2/24/2021,3845.2 µmole,25.0 µmole,79.5 µmole,0.0 µmole,67.7 µmole,372.1 µmole,451.6 µmole,31.9 µmole
2/25/2021,4165.7 µmole,37.6 µmole,76.1 µmole,0.0 µmole,83.0 µmole,405.0 µmole,487.3 µmole,45.1 µmole
2/25/2021,5127.0 µmole,69.7 µmole,74.7 µmole,0.0 µmole,99.2 µmole,472.0 µmole,569.6 µmole,63.3 µmole
2/25/2021,7263.2 µmole,148.4 µmole,73.3 µmole,0.0 µmole,104.0 µmole,594.6 µmole,728.0 µmole,70.9 µmole
2/25/2021,8972.2 µmole,236.0 µmole,74.7 µmole,0.8 µmole,92.5 µmole,650.8 µmole,805.0 µmole,56.2 µmole
2/25/2021,4859.9 µmole,103.7 µmole,87.7 µmole,9.4 µmole,74.4 µmole,356.8 µmole,440.6 µmole,37.5 µmole
2/25/2021,4219.1 µmole,60.8 µmole,101.5 µmole,31.1 µmole,79.2 µmole,325.9 µmole,402.7 µmole,41.0 µmole
2/25/2021,3791.8 µmole,27.3 µmole,108.3 µmole,90.8 µmole,83.9 µmole,331.8 µmole,402.0 µmole,38.0 µmole
2/25/2021,1094.8 µmole,4.6 µmole,33.9 µmole,170.2 µmole,59.6 µmole,126.6 µmole,150.5 µmole,14.2 µmole
2/25/2021,807.8 µmole,2.5 µmole,21.6 µmole,191.7 µmole,44.4 µmole,110.4 µmole,128.3 µmole,12.5 µmole
2/25/2021,727.7 µmole,2.0 µmole,18.9 µmole,194.6 µmole,39.6 µmole,99.9 µmole,115.8 µmole,12.4 µmole
2/25/2021,1028.1 µmole,3.4 µmole,34.6 µmole,178.8 µmole,52.5 µmole,115.0 µmole,135.6 µmole,17.2 µmole
2/25/2021,1442.0 µmole,4.5 µmole,56.9 µmole,150.2 µmole,62.9 µmole,132.8 µmole,159.6 µmole,22.0 µmole
2/25/2021,1735.7 µmole,3.3 µmole,78.8 µmole,108.7 µmole,63.9 µmole,137.3 µmole,168.2 µmole,24.6 µmole
2/25/2021,2376.6 µmole,0.4 µmole,109.7 µmole,52.9 µmole,66.8 µmole,159.8 µmole,201.6 µmole,30.9 µmole
2/25/2021,3070.8 µmole,1.2 µmole,120.6 µmole,12.7 µmole,67.7 µmole,199.3 µmole,257.9 µmole,39.5 µmole
2/25/2021,3257.8 µmole,4.2 µmole,106.9 µmole,3.5 µmole,62.0 µmole,223.7 µmole,291.9 µmole,43.6 µmole
2/25/2021,3231.1 µmole,4.1 µmole,94.6 µmole,3.3 µmole,57.2 µmole,235.8 µmole,306.5 µmole,43.6 µmole
2/25/2021,3204.4 µmole,3.9 µmole,89.1 µmole,3.6 µmole,53.4 µmole,242.5 µmole,314.2 µmole,40.5 µmole
2/25/2021,2883.9 µmole,2.8 µmole,81.6 µmole,5.3 µmole,43.4 µmole,226.4 µmole,290.7 µmole,31.7 µmole
2/25/2021,2349.9 µmole,1.0 µmole,69.2 µmole,10.2 µmole,32.0 µmole,194.4 µmole,244.5 µmole,21.5 µmole
2/25/2021,2029.4 µmole,0.4 µmole,58.3 µmole,13.8 µmole,27.9 µmole,181.8 µmole,224.9 µmole,17.7 µmole
2/25/2021,1922.6 µmole,0.5 µmole,52.1 µmole,12.5 µmole,27.2 µmole,183.7 µmole,225.5 µmole,15.0 µmole
2/25/2021,1895.9 µmole,1.3 µmole,48.0 µmole,7.3 µmole,26.5 µmole,189.0 µmole,230.9 µmole,12.8 µmole
2/25/2021,1922.6 µmole,3.7 µmole,43.9 µmole,2.6 µmole,26.5 µmole,194.0 µmole,235.5 µmole,11.7 µmole
2/26/2021,2029.4 µmole,10.1 µmole,41.5 µmole,0.4 µmole,28.6 µmole,204.6 µmole,246.7 µmole,11.3 µmole
2/26/2021,2456.7 µmole,24.6 µmole,43.2 µmole,0.0 µmole,36.7 µmole,232.7 µmole,281.7 µmole,15.3 µmole
2/26/2021,3471.4 µmole,58.1 µmole,48.0 µmole,0.1 µmole,50.1 µmole,285.7 µmole,352.0 µmole,25.6 µmole
2/26/2021,4112.2 µmole,84.0 µmole,56.2 µmole,2.3 µmole,56.7 µmole,305.7 µmole,379.4 µmole,32.2 µmole
2/26/2021,3150.9 µmole,46.1 µmole,72.7 µmole,19.3 µmole,58.7 µmole,245.5 µmole,303.7 µmole,30.9 µmole
2/26/2021,2643.6 µmole,25.5 µmole,72.0 µmole,53.6 µmole,63.9 µmole,223.7 µmole,276.8 µmole,30.4 µmole
2/26/2021,1976.0 µmole,12.2 µmole,58.3 µmole,108.7 µmole,66.8 µmole,195.6 µmole,239.1 µmole,26.1 µmole
2/26/2021,821.1 µmole,2.9 µmole,21.4 µmole,171.7 µmole,42.4 µmole,110.4 µmole,136.6 µmole,12.2 µmole
2/26/2021,674.3 µmole,2.0 µmole,15.9 µmole,181.7 µmole,35.3 µmole,95.4 µmole,121.6 µmole,10.9 µmole
2/26/2021,634.2 µmole,1.8 µmole,15.4 µmole,180.2 µmole,33.4 µmole,90.9 µmole,117.9 µmole,10.1 µmole
2/26/2021,1562.1 µmole,7.3 µmole,55.5 µmole,138.8 µmole,50.6 µmole,137.3 µmole,178.9 µmole,20.0 µmole
2/26/2021,3017.4 µmole,18.3 µmole,112.4 µmole,76.5 µmole,68.7 µmole,208.3 µmole,271.7 µmole,30.9 µmole
2/26/2021,4379.3 µmole,40.2 µmole,159.0 µmole,20.7 µmole,84.9 µmole,265.1 µmole,345.9 µmole,39.5 µmole
2/26/2021,6675.7 µmole,110.9 µmole,175.5 µmole,0.8 µmole,121.1 µmole,375.3 µmole,489.1 µmole,64.9 µmole
2/26/2021,9613.0 µmole,196.7 µmole,183.7 µmole,0.0 µmole,185.0 µmole,564.1 µmole,722.0 µmole,112.5 µmole
2/26/2021,11856.1 µmole,246.8 µmole,205.6 µmole,0.0 µmole,248.0 µmole,744.5 µmole,934.5 µmole,156.0 µmole
2/26/2021,12817.4 µmole,243.2 µmole,219.4 µmole,0.0 µmole,244.1 µmole,814.1 µmole,1011.7 µmole,158.1 µmole
2/26/2021,12176.5 µmole,205.6 µmole,211.1 µmole,0.0 µmole,179.3 µmole,790.5 µmole,969.3 µmole,120.6 µmole
2/26/2021,9719.9 µmole,144.8 µmole,183.7 µmole,0.0 µmole,111.6 µmole,661.5 µmole,787.1 µmole,74.0 µmole
2/26/2021,4165.7 µmole,22.1 µmole,130.2 µmole,0.2 µmole,71.5 µmole,350.9 µmole,404.5 µmole,27.6 µmole
2/26/2021,2697.0 µmole,1.8 µmole,90.5 µmole,5.1 µmole,39.1 µmole,248.3 µmole,290.9 µmole,23.3 µmole
2/26/2021,2029.4 µmole,0.2 µmole,59.6 µmole,15.0 µmole,26.7 µmole,192.0 µmole,232.1 µmole,23.3 µmole
2/26/2021,1815.8 µmole,0.5 µmole,49.4 µmole,11.8 µmole,24.3 µmole,165.2 µmole,204.1 µmole,22.6 µmole
2/26/2021,1842.5 µmole,4.3 µmole,44.6 µmole,1.9 µmole,25.5 µmole,158.2 µmole,200.4 µmole,22.6 µmole
2/27/2021,2002.7 µmole,15.4 µmole,38.7 µmole,0.1 µmole,31.5 µmole,159.5 µmole,206.8 µmole,25.1 µmole
2/27/2021,2643.6 µmole,39.3 µmole,38.7 µmole,0.0 µmole,50.6 µmole,189.5 µmole,251.0 µmole,36.5 µmole
2/27/2021,4325.9 µmole,100.1 µmole,42.8 µmole,0.0 µmole,70.6 µmole,274.3 µmole,369.3 µmole,53.2 µmole
2/27/2021,6088.3 µmole,171.7 µmole,51.4 µmole,1.3 µmole,80.1 µmole,347.8 µmole,473.1 µmole,58.3 µmole
2/27/2021,3231.1 µmole,68.8 µmole,67.9 µmole,13.1 µmole,74.4 µmole,184.2 µmole,276.7 µmole,37.5 µmole
2/27/2021,3070.8 µmole,45.6 µmole,79.5 µmole,35.8 µmole,79.2 µmole,191.2 µmole,288.7 µmole,38.0 µmole
2/27/2021,2590.2 µmole,20.6 µmole,76.1 µmole,88.0 µmole,80.1 µmole,193.7 µmole,291.6 µmole,33.4 µmole
2/27/2021,667.6 µmole,3.3 µmole,18.2 µmole,128.8 µmole,37.2 µmole,64.9 µmole,143.6 µmole,11.3 µmole
2/27/2021,507.4 µmole,1.9 µmole,11.8 µmole,140.2 µmole,26.2 µmole,54.6 µmole,127.2 µmole,8.6 µmole
2/27/2021,487.3 µmole,1.7 µmole,11.5 µmole,145.9 µmole,25.5 µmole,53.5 µmole,120.0 µmole,8.2 µmole
2/27/2021,1161.6 µmole,6.8 µmole,40.1 µmole,114.4 µmole,40.1 µmole,85.5 µmole,167.5 µmole,15.8 µmole
2/27/2021,2323.2 µmole,15.9 µmole,83.6 µmole,70.8 µmole,60.6 µmole,142.0 µmole,247.9 µmole,25.1 µmole
2/27/2021,3578.2 µmole,30.0 µmole,126.1 µmole,23.3 µmole,81.1 µmole,197.5 µmole,319.8 µmole,34.5 µmole
2/27/2021,4913.3 µmole,56.8 µmole,138.5 µmole,1.2 µmole,100.1 µmole,267.1 µmole,405.2 µmole,46.6 µmole
2/27/2021,6088.3 µmole,79.6 µmole,127.5 µmole,0.0 µmole,106.8 µmole,350.2 µmole,510.7 µmole,59.8 µmole
2/27/2021,6942.8 µmole,92.1 µmole,112.4 µmole,0.0 µmole,102.0 µmole,426.3 µmole,607.8 µmole,67.9 µmole
2/27/2021,7156.4 µmole,91.2 µmole,100.1 µmole,0.0 µmole,89.7 µmole,459.4 µmole,649.8 µmole,67.9 µmole
2/27/2021,7049.6 µmole,87.6 µmole,97.3 µmole,0.0 µmole,83.9 µmole,465.6 µmole,643.0 µmole,62.8 µmole
2/27/2021,6195.1 µmole,74.2 µmole,100.1 µmole,0.0 µmole,76.3 µmole,423.9 µmole,567.5 µmole,47.6 µmole
2/27/2021,5554.2 µmole,60.8 µmole,111.0 µmole,0.0 µmole,62.9 µmole,385.5 µmole,500.5 µmole,31.7 µmole
2/27/2021,5928.0 µmole,70.6 µmole,112.4 µmole,0.0 µmole,51.0 µmole,426.7 µmole,539.6 µmole,26.9 µmole
2/27/2021,6462.1 µmole,85.8 µmole,102.8 µmole,0.0 µmole,41.5 µmole,476.5 µmole,593.3 µmole,25.3 µmole
2/27/2021,6729.1 µmole,97.5 µmole,90.5 µmole,0.0 µmole,42.0 µmole,511.0 µmole,632.4 µmole,26.4 µmole
2/27/2021,6942.8 µmole,108.2 µmole,82.9 µmole,0.0 µmole,59.1 µmole,545.0 µmole,669.9 µmole,34.0 µmole
2/28/2021,7690.4 µmole,130.5 µmole,82.3 µmole,0.0 µmole,91.6 µmole,622.7 µmole,752.9 µmole,48.6 µmole
2/28/2021,9079.0 µmole,164.5 µmole,89.1 µmole,0.0 µmole,143.1 µmole,750.7 µmole,898.6 µmole,79.0 µmole
2/28/2021,10894.8 µmole,221.7 µmole,90.5 µmole,0.0 µmole,181.2 µmole,901.8 µmole,1082.8 µmole,116.5 µmole
2/28/2021,12176.5 µmole,275.4 µmole,89.1 µmole,0.7 µmole,162.1 µmole,970.2 µmole,1170.1 µmole,116.5 µmole
2/28/2021,6088.3 µmole,88.5 µmole,122.0 µmole,12.5 µmole,127.8 µmole,521.9 µmole,623.3 µmole,52.2 µmole
2/28/2021,4539.5 µmole,35.8 µmole,124.8 µmole,59.4 µmole,119.2 µmole,429.1 µmole,521.2 µmole,41.5 µmole
2/28/2021,3284.5 µmole,13.3 µmole,94.6 µmole,150.2 µmole,117.3 µmole,371.3 µmole,451.1 µmole,31.2 µmole
2/28/2021,894.6 µmole,3.8 µmole,27.1 µmole,163.1 µmole,65.8 µmole,104.2 µmole,149.4 µmole,8.6 µmole
2/28/2021,660.9 µmole,2.2 µmole,17.7 µmole,183.1 µmole,47.2 µmole,79.9 µmole,123.5 µmole,6.4 µmole
2/28/2021,640.9 µmole,1.4 µmole,14.9 µmole,208.9 µmole,39.1 µmole,84.4 µmole,126.7 µmole,5.5 µmole
2/28/2021,1922.6 µmole,9.4 µmole,70.6 µmole,144.5 µmole,57.7 µmole,147.1 µmole,209.7 µmole,19.0 µmole
2/28/2021,3952.0 µmole,29.5 µmole,142.6 µmole,65.8 µmole,85.8 µmole,251.9 µmole,346.6 µmole,32.4 µmole
2/28/2021,6088.3 µmole,69.7 µmole,191.9 µmole,16.5 µmole,111.6 µmole,361.5 µmole,484.2 µmole,45.1 µmole
2/28/2021,8117.7 µmole,121.6 µmole,208.4 µmole,0.9 µmole,141.1 µmole,487.4 µmole,638.5 µmole,64.9 µmole
2/28/2021,9292.6 µmole,148.4 µmole,181.0 µmole,0.0 µmole,146.9 µmole,596.2 µmole,774.3 µmole,74.0 µmole
2/28/2021,8758.6 µmole,132.3 µmole,137.1 µmole,0.0 µmole,125.9 µmole,591.6 µmole,770.6 µmole,70.9 µmole
2/28/2021,4913.3 µmole,40.2 µmole,104.2 µmole,0.0 µmole,82.0 µmole,348.8 µmole,474.5 µmole,50.7 µmole
2/28/2021,4646.3 µmole,47.8 µmole,74.0 µmole,0.0 µmole,69.6 µmole,331.0 µmole,463.4 µmole,55.2 µmole
2/28/2021,4272.5 µmole,50.5 µmole,61.7 µmole,0.0 µmole,57.2 µmole,307.0 µmole,438.9 µmole,49.7 µmole
2/28/2021,3578.2 µmole,41.6 µmole,57.6 µmole,0.0 µmole,45.8 µmole,264.3 µmole,383.2 µmole,39.0 µmole
2/28/2021,3124.2 µmole,32.2 µmole,56.2 µmole,0.0 µmole,44.4 µmole,247.3 µmole,354.1 µmole,36.0 µmole
2/28/2021,2697.0 µmole,21.9 µmole,52.8 µmole,0.0 µmole,41.0 µmole,228.8 µmole,321.6 µmole,34.0 µmole
2/28/2021,2323.2 µmole,15.4 µmole,48.7 µmole,0.1 µmole,38.6 µmole,205.6 µmole,283.5 µmole,32.9 µmole
2/28/2021,2162.9 µmole,15.9 µmole,45.2 µmole,0.0 µmole,37.7 µmole,192.5 µmole,261.8 µmole,32.2 µmole
3/1/2021,2189.6 µmole,20.6 µmole,44.6 µmole,0.0 µmole,39.6 µmole,187.4 µmole,251.4 µmole,32.9 µmole
3/1/2021,2563.5 µmole,32.2 µmole,45.9 µmole,0.0 µmole,45.3 µmole,198.5 µmole,264.4 µmole,38.0 µmole
3/1/2021,3524.8 µmole,59.0 µmole,51.4 µmole,0.1 µmole,59.1 µmole,241.1 µmole,322.4 µmole,49.7 µmole
3/1/2021,4058.8 µmole,76.0 µmole,61.7 µmole,4.2 µmole,68.7 µmole,255.8 µmole,346.1 µmole,51.7 µmole
3/1/2021,3257.8 µmole,42.5 µmole,79.5 µmole,27.2 µmole,86.8 µmole,209.5 µmole,282.4 µmole,41.0 µmole
3/1/2021,2857.2 µmole,26.2 µmole,82.3 µmole,68.0 µmole,109.7 µmole,209.2 µmole,278.5 µmole,34.5 µmole
3/1/2021,2082.8 µmole,12.6 µmole,66.5 µmole,130.2 µmole,124.0 µmole,194.4 µmole,249.1 µmole,23.6 µmole
3/1/2021,594.1 µmole,2.7 µmole,17.7 µmole,167.4 µmole,50.6 µmole,52.7 µmole,72.5 µmole,7.6 µmole
3/1/2021,460.6 µmole,1.5 µmole,10.6 µmole,173.1 µmole,29.6 µmole,38.6 µmole,53.1 µmole,6.7 µmole
3/1/2021,427.3 µmole,1.3 µmole,9.6 µmole,165.9 µmole,22.7 µmole,33.3 µmole,45.0 µmole,6.5 µmole
3/1/2021,494.0 µmole,1.7 µmole,13.5 µmole,154.5 µmole,24.8 µmole,35.2 µmole,46.4 µmole,8.2 µmole
3/1/2021,620.8 µmole,2.2 µmole,21.1 µmole,140.2 µmole,30.5 µmole,41.8 µmole,54.0 µmole,10.8 µmole
3/1/2021,747.7 µmole,1.6 µmole,29.5 µmole,123.0 µmole,33.4 µmole,47.4 µmole,61.2 µmole,12.9 µmole
3/1/2021,1188.3 µmole,0.3 µmole,51.4 µmole,85.1 µmole,43.4 µmole,69.6 µmole,91.4 µmole,20.0 µmole
3/1/2021,1668.9 µmole,0.0 µmole,63.1 µmole,55.1 µmole,50.1 µmole,98.8 µmole,131.8 µmole,27.9 µmole
3/1/2021,1869.2 µmole,0.0 µmole,62.4 µmole,43.3 µmole,50.6 µmole,117.2 µmole,156.9 µmole,32.2 µmole
3/1/2021,1949.3 µmole,0.0 µmole,60.3 µmole,39.0 µmole,50.1 µmole,127.7 µmole,169.5 µmole,34.0 µmole
3/1/2021,1895.9 µmole,0.0 µmole,56.2 µmole,37.9 µmole,47.2 µmole,128.2 µmole,169.4 µmole,33.4 µmole
3/1/2021,1615.5 µmole,0.0 µmole,49.4 µmole,39.7 µmole,38.2 µmole,111.3 µmole,146.0 µmole,29.1 µmole
3/1/2021,1228.3 µmole,0.0 µmole,38.4 µmole,44.7 µmole,28.9 µmole,88.5 µmole,112.6 µmole,23.6 µmole
3/1/2021,1028.1 µmole,0.0 µmole,30.9 µmole,50.8 µmole,26.7 µmole,80.5 µmole,99.6 µmole,21.8 µmole
3/1/2021,948.0 µmole,0.0 µmole,26.7 µmole,59.4 µmole,27.2 µmole,82.0 µmole,99.0 µmole,21.3 µmole
3/1/2021,921.3 µmole,0.0 µmole,23.7 µmole,68.7 µmole,27.4 µmole,87.0 µmole,102.8 µmole,21.0 µmole
3/1/2021,907.9 µmole,0.0 µmole,21.9 µmole,78.7 µmole,28.4 µmole,93.9 µmole,108.9 µmole,21.0 µmole
3/2/2021,934.6 µmole,0.0 µmole,23.0 µmole,88.0 µmole,31.5 µmole,104.1 µmole,119.0 µmole,21.5 µmole
