Date,CO (µmole),NO (µmole),NO2 (µmole),O3 (µmole),SO2 (µmole),PM2.5 (µmole),PM10 (µmole),NH3 (µmole)
20-03-2021,2883.9,32.6,38,0,32.4,196,261.8,21.8
20-03-2021,2510.1,30.4,33.2,0,28.6,173.8,235.8,23.3
21-03-2021,2216.3,27.5,33.2,0,26.5,151.4,208.8,27.1
21-03-2021,2136.2,28.2,37.4,0,31.5,140.1,196.6,32.9
21-03-2021,2830.5,49.6,45.2,0.6,46.7,170.2,239.7,40.5
21-03-2021,3631.6,73.3,59.6,5.7,62,202.1,282.3,44.6
21-03-2021,3017.4,34.9,91.9,41.5,78.2,180.1,248,36.5
21-03-2021,2830.5,18.8,98.7,113,92.5,194.4,260.2,32.9
21-03-2021,2349.9,7.6,72.7,226,87.7,198.7,257.3,26.6
21-03-2021,721,1.4,14.1,203.1,30,72.5,107.6,12.2
21-03-2021,520.7,0.8,8.8,180.2,18.6,55.8,89.9,9
21-03-2021,494,0.7,10.2,168.8,18.8,51.9,86.4,8.5
21-03-2021,527.4,0.8,14.2,154.5,22.9,51.9,87.4,8.9
21-03-2021,634.2,0.8,21.6,148.8,32,58.4,95.6,10.6
21-03-2021,741,0.4,27.4,141.6,33.9,65.8,105.4,13.1
21-03-2021,988,0.1,37.4,110.2,41.5,81.1,126.2,19.3
21-03-2021,1148.2,0,39.4,85.8,57.7,93.1,140.8,23.8
21-03-2021,1161.6,0,36.3,85.1,54.8,95.7,142.4,25.1
21-03-2021,1161.6,0,31.2,85.8,42,94.8,140.5,25.8
21-03-2021,1241.7,0,31.9,77.3,36.2,96,142.4,27.1
21-03-2021,1215,0,31.9,69.4,32.9,92.2,137,25.6
21-03-2021,1148.2,0,32.6,61.5,31.5,89.1,130.6,22.8
21-03-2021,1255,0,35.6,49.4,35.8,98.2,140.5,24.1
21-03-2021,1321.8,0,36.3,42.2,38.2,107.6,150.9,24.8
21-03-2021,1442,0,39.4,34,41,121.2,167.6,25.3
21-03-2021,1735.7,0.1,49.4,19.9,46.3,143.4,195.4,26.4
22-03-2021,2162.9,3.9,62.4,4.1,52.9,175.3,236.8,28.6
22-03-2021,3017.4,25.5,65.8,0,65.8,228.2,307.2,37.5
22-03-2021,4432.7,67.1,65.8,0.2,88.7,306.1,410,55.7
22-03-2021,4592.9,78.7,66.5,2.2,94.4,300.6,405.2,58.3
22-03-2021,1842.5,12.7,58.3,43.6,83.9,142.4,196.7,31.4
22-03-2021,1215,7,40.1,87.3,72.5,94.3,143.1,22
22-03-2021,948,5.3,32.2,123,72.5,80.2,123.2,17
22-03-2021,567.4,2.9,25.7,130.2,63.9,53.8,84.3,8.9
22-03-2021,560.8,2.6,36,121.6,75.3,52.9,81.8,8.5
22-03-2021,627.5,1,41.8,121.6,73.4,58.5,86.6,9.1
22-03-2021,694.3,0.3,36,127.3,56.7,62.8,87.9,9.1
22-03-2021,854.5,0.9,47.3,114.4,65.8,69.6,96.1,11.5
22-03-2021,1161.6,1.2,81.6,84.4,104.9,82.4,114.3,16.5
22-03-2021,1375.2,0.6,104.2,50.1,133.5,89.5,131,21.8
22-03-2021,1482,0,84.3,35.8,104,89.8,138.5,26.6
22-03-2021,1455.3,0,63.8,32.5,74.4,86.3,132,28.9
22-03-2021,1455.3,0,54.8,28.3,56.3,85.2,126.7,30.2
22-03-2021,1642.2,0.1,56.9,22.5,47.7,95.5,140,32.2
22-03-2021,1655.6,0.1,59,20.9,41.5,96.9,141.2,29.6
22-03-2021,1976,5.1,67.9,4.5,36.7,111.9,159.5,27.9
22-03-2021,2510.1,18.3,64.4,0,39.6,144.5,201.2,32.2
22-03-2021,2910.6,26.4,62.4,0,47.2,177.5,242.2,38
22-03-2021,3337.9,33.5,62.4,0,58.2,216.9,286.7,41
22-03-2021,3631.6,40.2,62.4,0,61,249.2,320.5,40
23-03-2021,3685,42.5,63.1,0,57.2,258.7,326.7,36.5
23-03-2021,4219.1,59,65.8,0,59.6,293.8,367.4,39.5
23-03-2021,6301.9,119.8,75.4,0.2,79.2,434.8,530.2,51.7
23-03-2021,6195.1,119.8,81.6,2.7,83,412.4,503.4,43.1
23-03-2021,961.3,3.6,37.4,94.4,50.1,88.4,112.8,8.4
23-03-2021,734.3,2.9,22.3,115.9,38.2,59.8,82.4,9.4
23-03-2021,667.6,3.2,20.9,131.6,45.8,52.4,76.7,8.9
23-03-2021,560.8,2.8,20.2,137.3,51.5,48.6,77.8,6.7
23-03-2021,580.8,2.4,27.8,138.8,66.8,52.9,83.3,6.7
23-03-2021,614.2,1.5,39.8,128.8,82,55.5,85.4,6.7
23-03-2021,894.6,1.2,61,103,87.7,66,96.8,10.8
23-03-2021,1215,1.8,72.7,83.7,79.2,79,112.3,14.2
23-03-2021,1308.4,1.3,69.9,73.7,61,79.4,112.8,14.4
23-03-2021,1949.3,3.1,94.6,24,58.2,100.6,143.8,22.6
23-03-2021,3150.9,26.2,105.6,0,77.3,160,221.5,38
23-03-2021,4699.7,51,122,0,103,249.5,330.9,54.7
23-03-2021,5554.2,55,141.2,0,110.6,307.4,404.3,58.8
23-03-2021,4806.5,42.9,128.9,0,94.4,287.7,389.9,54.2
23-03-2021,3791.8,29.1,105.6,0,71.5,244.5,335.4,45.6
23-03-2021,2750.4,12.5,87.7,0.2,51,191.8,258.2,32.9
23-03-2021,2430,9.6,73.3,0.3,41,177.5,233.5,27.9
23-03-2021,2296.5,8.4,62.4,0.4,35.8,175.8,228.7,23.3
23-03-2021,2483.4,14,54.8,0.1,35.3,195,251.8,20.3
23-03-2021,3017.4,27.5,50.7,0,38.2,236.7,301.8,19.3
24-03-2021,3738.4,47.8,48,0,42.9,293.4,367,20.5
24-03-2021,5127,87.6,47.3,0,58.2,389.6,482.9,31.9
24-03-2021,7904.1,175.2,50.7,0.2,89.7,574.5,710.9,63.8
24-03-2021,10467.5,257.5,72,2,113.5,719.7,893.7,81.1
24-03-2021,3631.6,55.9,104.2,31.5,160.2,270.5,334.9,45.1
24-03-2021,3204.4,27.3,119.3,98.7,162.1,272.2,339.9,41.5
24-03-2021,2697,12.2,101.5,211.7,160.2,282.3,348.6,32.4
24-03-2021,1041.4,2.9,29.5,226,72.5,133.1,171.8,11
24-03-2021,747.7,1.3,16.5,223.2,46.7,102.2,137.4,8.6
24-03-2021,640.9,0.9,14.2,206,38.6,89.5,123.6,7.4
24-03-2021,534.1,0.7,13.2,165.9,29.8,67.7,104.6,6.4
24-03-2021,500.7,0.6,14.7,140.2,27.2,54.9,92.6,6.3
24-03-2021,494,0.3,16.5,127.3,25.8,47.7,84.4,6.4
24-03-2021,781.1,0.1,33.2,108.7,42.9,67.7,112.1,11.4
24-03-2021,1068.1,0,41.1,97.3,53.4,89.8,138.8,17.2
24-03-2021,1201.6,0,41.8,83,51.5,95.9,147.8,21.5
24-03-2021,1215,0,41.1,65.8,49.1,89.9,144.9,24.8
24-03-2021,1148.2,0,39.8,56.5,46.3,79.3,129.7,25.8
24-03-2021,961.3,0,36.7,55.1,42,63.2,100.8,24.1
24-03-2021,781.1,0,32.6,55.1,37.2,48,73.1,21.5
24-03-2021,734.3,0,30.2,53.6,35.8,42.9,61.7,21.3
24-03-2021,727.7,0,28.1,52.9,34.3,40.3,56.4,21
24-03-2021,714.3,0,26.4,52.2,32,37.5,52.1,20.5
24-03-2021,721,0,25.7,51.5,31,35.8,49.8,20.5
25-03-2021,761,0,27.8,47.9,31.5,36.9,51.8,21
25-03-2021,948,0,36.3,39.3,36.2,45.5,64.9,24.1
25-03-2021,1321.8,3,50.7,27.9,44.8,63.1,91.1,29.1
25-03-2021,1442,11.3,48.7,40.4,48.6,67.7,97.6,28.9
25-03-2021,1121.5,9.2,36.7,73,49.1,57.7,81.7,23.3
25-03-2021,1001.4,6.9,30.9,104.4,49.6,60.1,82.2,22
25-03-2021,867.8,4.2,24.3,147.3,45.8,64.3,84.1,20.3
25-03-2021,507.4,1.4,9.2,158.8,19.8,40.7,54.9,10.4
25-03-2021,447.3,1.2,7.7,154.5,16,34.4,49.1,8.2
25-03-2021,433.9,1.2,7.9,150.2,15.5,31.9,48.2,7.6
25-03-2021,440.6,1.3,9.4,145.9,16.5,31.3,49.4,7.6
25-03-2021,494,1.5,13.4,138.8,19.6,32.6,51.2,8.4
25-03-2021,560.8,1.2,18.5,131.6,21.9,33.9,51.8,9.1
25-03-2021,948,0.4,39.8,100.1,34.3,48.9,72.7,15
25-03-2021,1401.9,0,52.8,71.5,44.8,72.1,107.2,22.6
25-03-2021,1642.2,0,54.8,61.5,49.6,91.2,133.3,27.9
25-03-2021,1762.4,0,55.5,59.4,53.4,106.9,151.8,31.4
25-03-2021,1762.4,0,52.8,63.7,52.9,113.5,157.7,31.4
25-03-2021,1522.1,0,45.9,71.5,45.3,104.3,142.9,27.4
25-03-2021,1174.9,0,36.7,77.3,35.3,86.1,116.4,22
25-03-2021,1028.1,0,30.9,73.7,32,79.4,106.7,21
25-03-2021,1001.4,0,28.8,65.1,31.5,78,104.7,21.5
25-03-2021,988,0,28.1,57.2,30.5,77.5,103.5,22.6
25-03-2021,988,0,28.5,52.2,29.6,77.6,102.4,23.3
26-03-2021,1028.1,0,30.5,47.9,29.8,81.4,105.3,24.3
26-03-2021,1241.7,0.1,40.1,37.9,34.3,93.7,120.5,27.6
26-03-2021,1709,4.3,57.6,24.7,44.4,119.1,154.6,34
26-03-2021,1949.3,13.3,60.3,39.7,51.5,130.4,169.5,34
26-03-2021,1348.5,7.8,43.2,94.4,54.4,101.9,133.9,23.3
26-03-2021,1201.6,6.3,35,130.2,55.8,101.1,133,21.5
26-03-2021,1054.8,3.9,26.7,174.5,52,101.3,131.6,19.3
26-03-2021,634.2,1.5,11,176,24.1,56.1,79,11.8
26-03-2021,554.1,1.3,9.3,171.7,19.3,47.5,69.5,10.1
26-03-2021,527.4,1.3,9.5,167.4,18.6,44,66.8,9.5
26-03-2021,527.4,1.4,11.3,161.7,19.6,42.9,66.8,9.5
26-03-2021,580.8,1.6,16.1,151.6,22.7,44.5,69.5,10.3
26-03-2021,647.5,1.3,22.3,137.3,25.5,45.9,71.8,11.3
26-03-2021,1468.7,0.7,65.8,78,42.9,76.6,115.3,21.5
26-03-2021,2483.4,0.3,98.7,22.4,60.6,127.5,187.7,34.5
26-03-2021,3070.8,5.1,100.1,3.2,68.7,168.1,244.4,43.1
26-03-2021,3791.8,20.8,94.6,0.2,77.3,221.8,314.1,52.7
26-03-2021,4646.3,38.9,93.2,0,83,280.4,391.6,58.8
26-03-2021,4539.5,42.5,90.5,0,70.6,274.3,383.6,50.7
26-03-2021,3578.2,31.3,82.3,0,48.6,215.5,304.6,34.5
26-03-2021,2883.9,18.8,70.6,0,36.2,180.8,254.3,26.1
26-03-2021,2536.8,15,59,0.1,32,170.5,237.3,23.3
26-03-2021,2403.3,15.4,48.7,0,30.3,170.6,234.7,22.8
26-03-2021,2403.3,20.1,40.8,0,29.3,177.8,240,23.6
27-03-2021,2510.1,27.1,37,0,29.6,187.2,247.9,25.3
27-03-2021,2990.7,45.6,37.7,0,36.2,214.5,281.5,31.9
27-03-2021,4432.7,95.7,42.8,0.4,53.9,286.5,377.2,45.6
27-03-2021,5767.8,146.6,61,3.4,67.7,336,441.7,51.2
27-03-2021,1815.8,13.5,78.8,94.4,101.1,148.3,188.2,25.6
27-03-2021,1682.3,10.2,70.6,151.6,104,155.8,195.4,23.6
27-03-2021,1628.9,6,57.6,234.6,98.2,177,216.9,20.8
27-03-2021,834.5,1.7,17.3,240.3,40.5,93.3,124,13.7
27-03-2021,640.9,1,10.5,228.9,28.4,76.2,106.3,11.5
27-03-2021,627.5,1,10.9,226,28.9,75.7,107.3,11.5
27-03-2021,627.5,1.1,12.5,211.7,28.6,73.5,108.5,11.8
27-03-2021,667.6,1.1,16.8,197.4,30.3,72.6,110.8,12.4
27-03-2021,727.7,0.8,23,173.1,32,71.6,112.8,13.4
27-03-2021,1762.4,0.4,75.4,93,51,112.1,170.2,24.6
27-03-2021,3311.2,2,126.1,14.8,76.3,192.3,279.3,41
27-03-2021,4379.3,16.8,123.4,0.2,87.7,267.2,379.3,52.2
27-03-2021,5287.2,34.4,108.3,0,91.6,343.3,479.1,60.8
27-03-2021,6301.9,55.9,100.1,0,94.4,425.6,582.4,65.9
27-03-2021,6782.5,71.5,98.7,0,87.7,467.5,622.2,60.3
27-03-2021,6675.7,75.1,100.1,0,71.5,462.9,597.7,44.6
27-03-2021,6408.7,68,101.5,0,60.1,451.5,568.2,34
27-03-2021,5874.6,53.6,101.5,0,56.3,425.5,526.8,28.6
27-03-2021,5340.6,38.9,102.8,0,58.7,401.7,491.8,26.1
27-03-2021,5874.6,49.2,104.2,0,62,457.7,556,29.1
28-03-2021,6835.9,71.5,106.9,0,74.4,546.3,662.6,39.5
28-03-2021,8010.9,104.6,104.2,0,90.6,641.5,785,55.2
28-03-2021,9826.7,168.1,98.7,0.4,105.9,764.9,940.5,69.9
28-03-2021,11642.5,221.7,127.5,3.8,117.3,864.5,1051.5,74
28-03-2021,4806.5,35.8,165.9,73.7,209.8,439.8,523.5,37
28-03-2021,3952,16.1,152.2,197.4,225.1,442.6,520.9,28.4
28-03-2021,3204.4,6.2,98.7,377.7,198.4,465.2,538.2,19.5
28-03-2021,1054.8,1.4,19.7,297.6,75.3,169.3,228.6,12.8
28-03-2021,694.3,0.9,10.6,257.5,41.5,109,172.8,11
28-03-2021,640.9,0.9,11.5,246.1,37.2,100,167.7,10
28-03-2021,694.3,1.2,16.3,231.7,38.6,97.9,168,10.9
28-03-2021,814.4,1.4,25,217.4,45.3,100.7,172.7,12.7
28-03-2021,921.3,1.1,36,188.8,51.5,100.6,174.2,14.1
28-03-2021,1602.2,0.2,69.9,143.1,73.4,131.1,214.1,22.3
28-03-2021,2723.7,0,100.1,108.7,103,214.3,314.7,34.5
28-03-2021,3337.9,0,89.1,123,105.9,325.7,439.5,37.5
28-03-2021,2937.3,0,56.9,153.1,88.7,368.6,477.3,34
28-03-2021,2430,0,47.3,138.8,81.1,336,429.3,32.2
28-03-2021,2029.4,0,45.2,113,67.7,285.4,363.8,28.6
28-03-2021,1575.5,0,37.4,95.8,47.2,227,287.4,25.1
28-03-2021,1335.1,0,31.2,82.3,33.4,179,227.8,25.6
28-03-2021,1148.2,0,25.7,77.3,26.9,148.4,192.5,25.1
28-03-2021,1054.8,0,23,80.8,27.2,139.6,182.8,23.8
28-03-2021,1041.4,0,22.6,78,28.1,145,187.7,24.1
29-03-2021,1108.2,0,25.4,69.4,28.4,155.7,198.6,25.3
29-03-2021,1348.5,0,35,51.5,31.5,169.7,216.4,29.6
29-03-2021,1869.2,2.9,55.5,26.1,41.5,189.9,246.6,36.5
29-03-2021,2323.2,15.4,62.4,29.3,52.9,203.3,267.5,40
29-03-2021,2216.3,13.6,61.7,70.8,64.9,201.8,265.9,38
29-03-2021,2349.9,9.7,67.9,145.9,83.9,232.6,301.3,39
29-03-2021,2670.3,6.2,76.8,283.2,119.2,315.2,390,39.5
29-03-2021,1014.7,2.7,28.5,234.6,62.9,127,184.8,17.5
29-03-2021,687.6,1.6,16.8,231.7,39.6,98.5,152.2,11.4
29-03-2021,574.1,1.3,14.2,223.2,31.5,83.4,134.5,9.5
29-03-2021,567.4,1.4,17.1,208.9,31,76.9,126.8,10
29-03-2021,754.4,1.8,29.8,203.1,44.8,85.1,136.5,13.2
29-03-2021,1108.2,1.5,52.8,188.8,71.5,102.1,157.7,17.5
29-03-2021,2964,0.5,135.7,105.9,111.6,181.8,270.5,34.5
29-03-2021,4913.3,2.4,202.9,15.7,135.4,284.4,415.4,54.7
29-03-2021,5554.2,21.9,181,0,135.4,338.6,488.7,64.3
29-03-2021,5020.1,27.3,133,0,109.7,319.5,464.8,62.3
29-03-2021,4379.3,24.6,105.6,0,88.7,287.1,417.4,57.3
29-03-2021,3791.8,20.8,96,0,71.5,250.4,360.6,48.1
29-03-2021,3418,23.9,85.7,0,57.2,228.4,322.2,36.5
29-03-2021,3578.2,33.1,74.7,0,52.9,246,345.9,33.4
29-03-2021,3791.8,39.3,65.1,0,51,278.2,392,35
29-03-2021,3845.2,41.6,54.2,0,50.6,307.5,429.5,36.5
29-03-2021,3738.4,42.9,45.9,0,47.2,313,430.3,34.5
30-03-2021,3418,40.2,42.2,0,42.9,292.4,393.8,33.4
30-03-2021,2830.5,28.4,46.6,0,44.4,239.8,321.7,40
30-03-2021,3471.4,54.1,50,0.8,58.7,256.4,349.6,49.7
30-03-2021,3738.4,75.1,56.9,5.9,61,231.2,335.2,48.6
30-03-2021,1255,14.1,40.1,47.9,35.8,87.6,167.8,25.8
30-03-2021,754.4,5.5,25.4,95.8,31,73.1,169.8,19.3
30-03-2021,560.8,2.5,15.9,141.6,26.7,84.5,227,15.8
30-03-2021,460.6,0.7,6.1,174.5,16.7,95.3,224.1,13.3
30-03-2021,447.3,0.7,5.9,186,16.9,83.4,173.3,11.5
30-03-2021,417.2,0.7,5.8,173.1,13.1,68.2,150.8,9.5
30-03-2021,447.3,0.7,7.2,177.4,14.9,69.7,154.1,9.5
30-03-2021,520.7,0.7,10.5,191.7,19.6,81.4,161.1,11.4
30-03-2021,587.5,0.4,14.2,180.2,21.7,86.4,155.7,13.1
30-03-2021,774.4,0.1,21.9,155.9,29.6,104.8,174.1,17.7
30-03-2021,1001.4,0,24.7,147.3,35.8,144.8,223.7,24.6
30-03-2021,1148.2,0,24.3,158.8,39.6,186.2,280.5,28.4
30-03-2021,1174.9,0,23.7,165.9,43.9,202.9,301.1,28.4
30-03-2021,1094.8,0,21.6,161.7,42.9,193.1,284,27.6
30-03-2021,934.6,0,19,153.1,36.7,167.1,240.4,25.1
30-03-2021,794.4,0,16.1,145.9,31.5,135.9,192.2,22.3
30-03-2021,741,0,14.7,140.2,30.3,120,169.3,22
30-03-2021,721,0,14.4,135.9,29.8,111.9,157.5,22.6
30-03-2021,707.6,0,14.4,125.9,28.4,100.4,139.6,22.8
30-03-2021,701,0,15.6,113,28.1,89.6,122.6,22.6
31-03-2021,727.7,0,18.2,100.1,29.3,83.9,112.9,23.1
31-03-2021,841.1,0,24.7,87.3,33.4,83.2,111.8,25.3
31-03-2021,1054.8,1,35,75.8,39.6,82.8,113.5,28.1
31-03-2021,1148.2,4.6,36.7,80.8,42.4,76.4,107.3,28.1
31-03-2021,1041.4,5.3,31.2,107.3,42.9,67,95.7,25.3
31-03-2021,948,4,25.4,143.1,42.9,66,92.7,23.3
31-03-2021,827.8,2.5,19.5,181.7,39.1,65.1,88,20.3
31-03-2021,467.3,1,8,177.4,15.7,29.6,41.1,8.9
31-03-2021,417.2,0.9,6.9,174.5,12.6,22.9,31.8,7.1
31-03-2021,413.9,0.9,7,176,12.3,22.1,30.3,7
31-03-2021,433.9,0.9,8.2,174.5,13.1,23.4,31.7,7.7
31-03-2021,467.3,1,11.1,170.2,15.5,24.2,32.1,8.5
31-03-2021,494,0.8,14.7,165.9,18.1,24.3,31.7,9
31-03-2021,634.2,0.2,24,155.9,29.1,31.4,41.1,11.9
31-03-2021,761,0,26.1,148.8,34.8,40.1,53.4,16
31-03-2021,821.1,0,26.1,144.5,35.8,45.7,61.2,19
31-03-2021,821.1,0,25.7,135.9,36.7,46.1,61.9,20.3
31-03-2021,774.4,0,24.7,124.5,35.8,41.1,56.1,20.3
31-03-2021,654.2,0,22.3,114.4,31.5,32.1,44.3,18.8
31-03-2021,540.7,0,18.9,114.4,26.9,24.6,33.4,17
31-03-2021,520.7,0,17.1,115.9,26.7,23.5,31.4,17.5
31-03-2021,527.4,0,16.6,114.4,27.4,24.1,31.9,18.8
31-03-2021,534.1,0,16.3,113,27.4,25.3,32.9,20
31-03-2021,540.7,0,16.3,110.2,27.7,26.9,34.4,21
01-04-2021,560.8,0,17.8,105.9,30.5,29.4,37.1,21.3
01-04-2021,654.2,0,23,95.8,37.2,34.3,43.7,22.3
01-04-2021,807.8,1,30.5,85.8,43.9,39.5,52.3,24.3
01-04-2021,841.1,3.9,29.5,87.3,43.9,37.6,51.2,23.3
01-04-2021,721,4.1,22.6,104.4,38.2,29.7,41.4,20
01-04-2021,647.5,3.1,17.8,131.6,35.3,28.9,39.6,17.7
01-04-2021,574.1,1.9,13.4,164.5,31.5,31.5,41,16
01-04-2021,420.6,1.1,8,165.9,19.1,21.5,27.6,9.6
01-04-2021,380.5,1,7.1,163.1,16.2,18.8,24.2,7.9
01-04-2021,370.5,0.9,7,165.9,15.5,18.9,24.2,7.7
01-04-2021,380.5,1,8.7,163.1,16.9,18.7,24.4,7.6
01-04-2021,427.3,1.3,12.9,157.4,20,19.1,25.7,8
01-04-2021,494,1.1,18.2,150.2,23.1,20.5,28.1,9.1
01-04-2021,881.2,0.4,39.1,118.7,34.8,33.6,48.4,15.3
01-04-2021,1321.8,0,50,85.1,45.3,52.9,78.8,23.8
01-04-2021,1548.8,0,52.8,67.2,50.6,68.1,102,30.2
01-04-2021,1682.3,0,54.2,57.2,55.3,78.6,117.2,34
01-04-2021,1628.9,0,51.4,55.1,54.8,78.4,116.5,34.5
01-04-2021,1335.1,0,44.6,60.8,47.2,63.3,94.3,29.6
01-04-2021,1028.1,0,37,67.2,39.6,47.7,69.6,24.1
01-04-2021,974.7,0,33.9,63.7,38.6,47.4,66.9,23.3
01-04-2021,1001.4,0,33.2,57.9,40.5,51.4,71.3,23.8
01-04-2021,1014.7,0,32.9,50.8,40.5,54.8,75.3,24.8
01-04-2021,1014.7,0,32.6,46.5,39.6,55.3,75.1,26.1
02-04-2021,1028.1,0,34.6,42.6,40.5,56.3,75,27.4
02-04-2021,1215,0.1,45.2,33.6,47.2,65,86.8,30.9
02-04-2021,1709,6.7,61.7,21.8,62,86.7,118.4,37.5
02-04-2021,1976,18.8,63.8,38.3,73.4,96,132,38.5
02-04-2021,1735.7,15.4,60.3,75.8,82,89,120.4,34
02-04-2021,1615.5,10.2,55.5,131.6,87.7,97.2,127.7,31.2
02-04-2021,1375.2,5.5,43.9,206,85.8,103,129,26.4
02-04-2021,594.1,2,15.1,186,33.9,35.3,46.1,10.6
02-04-2021,467.3,1.6,11.5,180.2,24.3,25.9,34.4,7.8
02-04-2021,440.6,1.5,11.3,176,22.7,22.5,30.9,7.3
02-04-2021,460.6,1.6,13.4,168.8,23.6,21.3,30.8,7.7
02-04-2021,547.4,1.9,19.5,161.7,28.1,23.6,34.7,9.1
02-04-2021,640.9,1.6,27.1,147.3,32,25.3,38,10.5
02-04-2021,2002.7,1.6,97.3,69.4,61,76.8,112.7,26.9
02-04-2021,3738.4,10.8,142.6,3.2,96.3,164.9,237,47.1
02-04-2021,4646.3,34.4,120.6,0,114.4,227.3,329.1,58.8
02-04-2021,4859.9,45.2,104.2,0,121.1,256,372.9,63.8
02-04-2021,4486.1,43.8,91.9,0,116.4,245.2,359.3,60.3
02-04-2021,3631.6,33.1,84.3,0,99.2,194.9,290.2,48.1
02-04-2021,2643.6,16.8,78.8,0.1,79.2,137.8,208.7,33.4
02-04-2021,1949.3,3.8,68.6,3.3,65.8,104.1,155.1,25.6
02-04-2021,1615.5,0.2,53.5,15.7,58.7,90.5,128.5,23.8
02-04-2021,1522.1,0,43.9,25,53.9,90.5,122.5,24.1
02-04-2021,1628.9,0.1,44.6,20.7,51.5,101.1,133.8,24.1
03-04-2021,1842.5,1.1,51.4,9.8,51.5,117.6,153.9,25.6
03-04-2021,2456.7,13.8,59,0.9,61,152.3,199.2,33.4
03-04-2021,3952,55.4,65.8,2.5,88.7,230,302.9,49.7
03-04-2021,4806.5,71.5,93.2,15.9,104.9,271.1,359.8,54.2
03-04-2021,2483.4,16.5,80.9,93,95.4,154.5,199,36.5
03-04-2021,2323.2,9.2,74,188.8,106.8,174.4,220.8,33.4
03-04-2021,1976,4.4,54.2,303.3,110.6,183.6,227.7,27.6
03-04-2021,741,2,19.5,234.6,55.8,57.1,74.5,10.5
03-04-2021,514,1.3,12.3,220.3,37.7,39.6,52.5,6.6
03-04-2021,454,1.1,10.9,211.7,31.5,33,44.8,5.8
03-04-2021,460.6,1.2,12.2,197.4,27.2,27.7,40.4,6.1
03-04-2021,520.7,1.4,16.6,181.7,27.4,26.2,40.5,7.3
03-04-2021,594.1,1.1,22.3,163.1,28.1,25.9,41.2,8.5
03-04-2021,1415.3,0.6,61.7,117.3,46.3,56.1,85.7,18.8
03-04-2021,2349.9,0,89.1,64.4,65.8,100.8,150,30.9
03-04-2021,2590.2,0,85.7,44.4,69.6,120.7,179.7,36
03-04-2021,3524.8,3.3,102.8,10.9,88.7,180.6,262.3,47.1
03-04-2021,4325.9,17.9,105.6,0.1,104,235.6,335.8,53.7
03-04-2021,4165.7,19.9,104.2,0.1,93.5,224,322.7,48.1
03-04-2021,3364.6,9.8,101.5,0.7,74.4,178.4,261.5,37
03-04-2021,2857.2,4.1,89.1,2,63.9,157.1,229,29.6
03-04-2021,2563.5,4.1,72,1.6,55.8,149.5,212.2,26.4
03-04-2021,2296.5,6.1,57.6,0.7,48.2,141,194.5,25.3
03-04-2021,2109.5,8.2,50,0.4,45.3,134,182,24.8
04-04-2021,2136.2,11.7,49.4,0.2,47.2,135.8,182.6,25.6
04-04-2021,2670.3,25.7,52.8,0,58.7,162.3,217.7,32.4
04-04-2021,4112.2,66.2,63.1,1.9,85.8,236.4,318.2,47.6
04-04-2021,5233.8,91.2,91.9,12,102,284.5,381.9,52.7
04-04-2021,2243,14.8,78.1,100.1,91.6,130,170.3,30.9
04-04-2021,2056.1,7.5,64.4,197.4,95.4,148.5,187,29.4
04-04-2021,1762.4,3.1,41.8,317.6,88.7,162.6,196.4,26.6
04-04-2021,620.8,1.2,12.2,234.6,32.9,52.7,69.4,10.8
04-04-2021,474,0.9,9,214.6,21.2,37.5,51.9,8.5
04-04-2021,447.3,0.9,8.8,208.9,19.1,33.6,47.5,8.2
04-04-2021,474,1,11.3,200.3,20.3,33.4,47.8,8.7
04-04-2021,560.8,1.3,17,194.6,24.1,35.8,51.2,10.1
04-04-2021,640.9,1.2,23.7,176,26.5,36.6,53,11.2
04-04-2021,2216.3,1,108.3,67.2,53.9,92.2,134,26.9
04-04-2021,4058.8,15.2,148.1,1.1,87.7,180.8,256.7,44.6
04-04-2021,4913.3,31.7,126.1,0,104,239.5,337.1,54.7
04-04-2021,5394,38.9,115.2,0,113.5,283.1,392.1,61.3
04-04-2021,5981.5,51,111,0,124,334.5,454.6,61.8
04-04-2021,5981.5,56.3,105.6,0,119.2,340.4,456.6,50.2
04-04-2021,4325.9,28.2,98.7,0,88.7,242.6,328.9,31.9
04-04-2021,3524.8,17.7,89.1,0,79.2,205.1,282.6,30.2
04-04-2021,2777.1,12.9,67.9,0.1,67.7,169.7,234.8,30.4
04-04-2021,2056.1,6.5,50,1,54.8,130.6,178.6,30.2
04-04-2021,1682.3,1.5,43.5,6.7,49.6,109.6,146.2,29.1
05-04-2021,1548.8,0.2,42.5,18.8,50.1,102.3,134.7,28.1
05-04-2021,1682.3,0.2,51.4,23.6,57.7,106.2,140.5,30.9
05-04-2021,2510.1,9.6,78.1,9.9,81.1,144,192.5,41.5
05-04-2021,3311.2,25.7,102.8,25.4,108.7,182.7,240.8,47.1
05-04-2021,2964,15.9,109.7,86.6,121.1,178.7,228.5,39.5
05-04-2021,2723.7,7.6,93.2,194.6,117.3,189.2,236.9,36
05-04-2021,2483.4,3.1,63.8,351.9,107.8,217.5,262.7,34.5
05-04-2021,894.6,2.1,29.5,294.7,79.2,96.3,115.4,12.4
05-04-2021,674.3,1.8,23.7,283.2,63.9,83.8,101,8.9
05-04-2021,640.9,2.2,28.1,274.7,74.4,80.6,98.2,8.5
05-04-2021,640.9,2.5,35.6,251.8,90.6,74.8,94.4,8.6
05-04-2021,687.6,2.9,49.4,200.3,111.6,66,88.5,9.9
