Date,CO (µmole),NO (µmole),NO2 (µmole),O3 (µmole),SO2 (µmole),PM2.5 (µmole),PM10 (µmole),NH3 (µmole)
25-11-2020,2616.9,2.2,70.6,13.6,38.6,364.6,411.7,28.6
25-11-2020,3631.6,23.3,89.1,0.3,54.4,421,486.2,41
25-11-2020,4539.5,52.8,100.1,1.1,68.7,463.7,542,49.1
25-11-2020,4539.5,51,111,6.4,78.2,454.8,534,48.1
25-11-2020,4379.3,42.9,117.9,17.2,87.7,448.1,529.2,46.6
25-11-2020,3898.6,28.4,117.9,40.1,101.1,437.3,511.8,42.1
25-11-2020,1949.3,14.5,105.6,83.7,185,312.8,349.2,12.8
25-11-2020,1508.7,11.6,112.4,88,217.4,275.5,303.5,6.6
25-11-2020,1361.9,7,109.7,95.8,213.6,263.5,289.9,6
25-11-2020,1602.2,3.1,93.2,104.4,152.6,271.3,302.3,12.2
25-11-2020,2136.2,1.3,94.6,86.6,104,284.5,324.3,21.3
25-11-2020,2590.2,0.2,109.7,50.8,82,287.8,336,27.9
25-11-2020,3017.4,0.6,120.6,19.7,69.6,295.4,354.2,35.5
25-11-2020,3471.4,6.7,117.9,3,65.8,325.9,402.4,46.1
25-11-2020,3898.6,16.1,105.6,0.3,63.9,363.2,456.4,50.7
25-11-2020,4058.8,19.7,98.7,0.1,59.6,387.5,491,42.1
25-11-2020,3898.6,18.1,91.9,0.1,52.9,394.5,498.9,31.9
25-11-2020,3418,13.2,83.6,0.3,42.9,369,461.2,20.5
25-11-2020,2803.8,7.2,74.7,0.9,33.9,327.5,400.2,12.2
25-11-2020,2456.7,4.8,65.8,1.4,31,303.8,365.3,9.6
25-11-2020,2269.8,4.3,58.3,1.4,30.5,285.2,340.6,8.7
25-11-2020,2162.9,5.4,53.5,0.8,31,272.2,320.7,7.9
25-11-2020,2136.2,8.2,49.4,0.3,31.5,264,305.1,7.1
26-11-2020,2189.6,13.2,46.6,0.1,33.4,260.1,296.5,7.3
26-11-2020,2483.4,23.9,45.9,0,39.1,268.1,305.4,10.3
26-11-2020,3284.5,47.8,51.4,0,53.9,309.1,359,17.5
26-11-2020,3791.8,67.1,60.3,1.1,73.4,337.8,398.4,23.8
26-11-2020,3097.5,46.9,71.3,8.6,96.3,300.5,353.2,24.8
26-11-2020,2643.6,34.4,72.7,20.7,104,264.4,315.3,28.4
26-11-2020,2109.5,23.7,67.9,33.3,108.7,208,253.9,26.6
26-11-2020,1094.8,10,49.4,66.5,90.6,115.3,139.5,12.8
26-11-2020,894.6,7.5,42.5,82.3,83.9,92.8,111.6,10.1
26-11-2020,881.2,7.3,44.6,85.1,92.5,88.5,107.1,10.6
26-11-2020,1308.4,9.2,63.1,67.2,100.1,107,132.1,17.2
26-11-2020,2056.1,11.5,91.9,30.8,95.4,138.2,175.2,26.9
26-11-2020,2670.3,23.9,106.9,2.3,84.9,155.7,203.8,33.4
26-11-2020,3097.5,42.9,94.6,0,74.4,169.5,227,41
26-11-2020,3578.2,52.8,85,0,69.6,202.2,277,50.2
26-11-2020,3952,53.6,85,0,64.9,234.4,325.9,49.1
26-11-2020,4005.4,47.8,85,0,59.1,245.5,343.5,39
26-11-2020,3685,37.1,84.3,0,52,229.8,319.4,30.4
26-11-2020,2723.7,20.6,78.1,0.1,42.9,174.8,238.3,19.8
26-11-2020,1695.6,4.5,67.2,2.5,32.4,114.3,149.5,11.7
26-11-2020,1308.4,0.8,54.8,9.4,26.7,90,113.3,9.9
26-11-2020,1134.9,0.2,47.3,18.1,27.7,82,100.6,9.5
26-11-2020,974.7,0,39.8,31.1,29.6,77.1,92.1,9
26-11-2020,894.6,0,34.6,39,28.4,73.1,86.4,8.6
27-11-2020,894.6,0,33.6,39,28.1,71.2,84,8.6
27-11-2020,1068.1,0.2,40.4,28.6,32.4,77.7,93.5,10.4
27-11-2020,1442,2.7,55.5,10,40.5,93.9,117.2,15
27-11-2020,1668.9,15.4,53.5,11.4,47.2,100.7,128.9,18
27-11-2020,1709,23.5,47.3,24,54.8,101.9,132.2,20.8
27-11-2020,1655.6,22.4,45.9,37.9,62,102.5,134.2,23.6
27-11-2020,1455.3,17,45.2,57.9,66.8,96.2,124.6,22.3
27-11-2020,948,8.4,33.2,89.4,54.8,65,82.8,14.6
27-11-2020,814.4,5.8,29.1,107.3,48.2,60.2,75.2,13.1
27-11-2020,814.4,4.7,30.5,117.3,49.1,66.7,81.9,14.1
27-11-2020,1148.2,5.5,45.9,107.3,52.9,84.8,105.4,19
27-11-2020,1655.6,5.6,72.7,75.1,53.9,105.8,134.3,24.6
27-11-2020,2082.8,1.7,104.2,30.4,51,118.2,151.3,28.9
27-11-2020,2403.3,2.7,112.4,7.1,50.1,135.6,173.8,34.5
27-11-2020,2510.1,2.2,101.5,8,49.6,154.5,198.7,39.5
27-11-2020,2376.6,0.4,87.1,19,45.8,163.4,209.6,41
27-11-2020,2296.5,0.1,76.8,26.8,42.4,169.2,215.3,38.5
27-11-2020,2349.9,0.1,75.4,24,40.5,179.3,227.3,32.9
27-11-2020,2189.6,0.2,72,21.8,34.3,174.8,219,23.3
27-11-2020,1789.1,0.1,59,28.3,25,150.4,183,13.9
27-11-2020,1401.9,0,41.5,40.1,18.6,133,156.5,9.8
27-11-2020,1228.3,0,32.6,45.8,16.5,126.1,145,7.8
27-11-2020,1161.6,0,28.1,47.9,15.5,124.3,140.4,6.6
27-11-2020,1148.2,0,26.1,50.1,15.5,126.4,140.9,6.2
28-11-2020,1188.3,0,26.4,52.2,17.4,137,151.5,6.5
28-11-2020,1348.5,0,32.2,51.5,22.9,158.2,176.2,8.4
28-11-2020,1695.6,0.1,47.3,37.9,31.5,185.6,211.5,12.4
28-11-2020,1895.9,4.4,53.5,32.2,38.6,197.8,228.2,15.7
28-11-2020,1869.2,10.2,45.9,47.9,46.3,192.5,222.4,18.5
28-11-2020,1762.4,10.2,42.2,71.5,52.9,186.5,215.4,20.3
28-11-2020,1588.8,7.3,37.7,105.9,58.2,174.6,199.4,19
28-11-2020,1041.4,3.6,23.7,140.2,47.2,110.3,124.4,11.7
28-11-2020,867.8,2.6,19.7,154.5,41.5,92.8,103.9,10.3
28-11-2020,867.8,2.2,20.7,165.9,44.8,96.9,108,11.2
28-11-2020,1735.7,6.3,59,123,54.4,140.5,166.2,20.5
28-11-2020,3124.2,14.8,116.5,49.4,61,204.2,250.8,30.7
28-11-2020,4272.5,42,148.1,3.2,62.9,251.1,312.6,38.5
28-11-2020,5340.6,76,150.8,0,66.8,306,382.3,49.1
28-11-2020,5767.8,68.8,150.8,0,67.7,351.5,440,55.7
28-11-2020,5073.6,33.1,142.6,0.2,59.6,341.9,424.8,51.7
28-11-2020,3791.8,2.2,119.3,8.4,50.6,284.1,347.4,42.6
28-11-2020,3524.8,0.7,102.8,13.1,45.3,274.9,335.4,40
28-11-2020,3124.2,0.6,90.5,14.1,35.3,248.7,299.9,32.2
28-11-2020,2456.7,0.2,72,20.2,23.8,201.7,238.1,20.8
28-11-2020,2002.7,0,56.2,26.1,19.1,172.1,199.1,14.8
28-11-2020,1735.7,0,47.3,28.6,16.9,156.8,179.3,10.9
28-11-2020,1562.1,0,40.1,31.1,16,145.5,164.6,8.1
28-11-2020,1428.6,0,36,31.8,15.7,138.3,155.3,6.1
29-11-2020,1321.8,0,34.6,33.3,16.2,134.5,150.7,5.1
29-11-2020,1428.6,0.2,42.2,28.3,20.5,144.8,164.1,6.3
29-11-2020,1895.9,3.6,63.1,10,30.5,175.8,205.5,11
29-11-2020,2430,21.2,67.9,9.3,40.1,205.1,244.4,16.2
29-11-2020,2830.5,35.3,69.2,21.5,50.6,229.8,276.1,22.6
29-11-2020,3150.9,34.9,79.5,40.4,64.9,258.8,311,28.9
29-11-2020,3150.9,23.7,87.1,78,82,277.2,329.2,29.4
29-11-2020,1428.6,6.9,44.6,141.6,75.3,152.3,174.9,11.3
29-11-2020,1148.2,4.6,35.6,160.2,66.8,133.3,152.3,8.7
29-11-2020,1121.5,3.7,36.7,170.2,69.6,131.2,150.3,9.3
29-11-2020,2296.5,11,87.1,107.3,77.3,187.6,226.9,23.1
29-11-2020,4112.2,31.7,150.8,31.1,84.9,274.9,343,39.5
29-11-2020,5714.4,83.2,175.5,1.6,99.2,336.9,425.5,57.3
29-11-2020,7156.4,132.3,181,0,125.9,404.5,513.6,84.1
29-11-2020,8117.7,152,178.2,0,143.1,478.4,610.8,107.4
29-11-2020,8331.3,150.2,157.7,0,137.3,524.8,672.2,114.5
29-11-2020,8331.3,146.6,134.4,0,125.9,558.5,709.6,110.5
29-11-2020,8438.1,146.6,119.3,0,125.9,592.9,747.8,112.5
29-11-2020,8224.5,143.1,109.7,0,118.3,586.2,733.6,105.4
29-11-2020,7263.2,127,98.7,0,94.4,519.9,641.2,81.1
29-11-2020,6248.5,108.2,86.4,0,74.4,463.9,562.8,56.7
29-11-2020,5447.4,88.5,76.1,0,58.7,419.4,502.5,39
29-11-2020,4699.7,68.8,70.6,0,47.2,377.6,449.6,29.6
29-11-2020,4112.2,54.1,69.2,0,38.2,337,399.7,24.3
30-11-2020,3631.6,47.4,69.2,0,31.5,303.6,359,19.3
30-11-2020,3418,46.5,70.6,0,36.7,279.1,329.9,25.1
30-11-2020,4432.7,80.5,74.7,0,52,338.5,408,36.5
30-11-2020,5554.2,125.2,74.7,1.5,64.9,393.8,479,47.1
30-11-2020,5821.2,125.2,87.7,7.2,76.3,406.6,494.6,54.2
30-11-2020,5874.6,90.3,123.4,23.3,90.6,434.3,525.9,58.8
30-11-2020,5607.6,43.4,153.5,73.7,104,460.3,549,53.7
30-11-2020,1976,8.2,65.1,164.5,97.3,196.5,226.3,20.8
30-11-2020,1495.4,4.7,45.9,188.8,84.9,165.4,187.6,15.1
30-11-2020,1388.6,3.4,42.8,200.3,83.9,158.8,178.9,14.2
30-11-2020,2643.6,8.7,100.1,134.5,91.6,221.9,263.9,28.4
30-11-2020,4806.5,27.7,181,39.3,96.3,326.7,403.1,45.1
30-11-2020,6675.7,85.8,205.6,1.8,97.3,403,504.6,57.8
30-11-2020,8331.3,143.1,200.2,0,106.8,483.3,610.1,76
30-11-2020,9292.6,157.4,181,0,107.8,563.6,718.4,90.2
30-11-2020,9292.6,146.6,156.3,0,97.3,613.4,784.9,91.2
30-11-2020,9292.6,134.1,137.1,0,84.9,656.5,833.6,74
30-11-2020,9399.4,135.9,120.6,0,78.2,703.3,887.8,57.3
30-11-2020,8758.6,128.8,102.8,0,62,669.4,844.6,37.5
30-11-2020,7049.6,106.4,87.7,0,42,557.4,699.1,20
30-11-2020,5767.8,83.2,74.7,0,34.8,475.7,585.6,14.6
30-11-2020,4966.7,67.1,64.4,0,32.4,426.3,516.7,13.1
30-11-2020,4379.3,55.4,57.6,0,31.5,390.6,468,12.2
30-11-2020,3952,46.1,53.5,0,29.6,361.6,426.9,10.8
01-12-2020,3631.6,41.6,51.4,0,29.6,338.1,394.1,10.5
01-12-2020,3524.8,43.4,54.8,0,36.7,328.7,381,13.8
01-12-2020,4539.5,76.9,61.7,0,52,387.8,458.7,21.5
01-12-2020,5554.2,119.8,65.1,0.9,63.9,438.3,523.2,27.9
01-12-2020,5714.4,119.8,80.9,5.7,74.4,454.6,542.2,34
01-12-2020,5821.2,90.3,117.9,20.2,88.7,486.4,576.8,43.6
01-12-2020,5821.2,44.7,154.9,68,104.9,530.1,618.7,43.6
01-12-2020,2403.3,7,72.7,200.3,122.1,303.8,336.7,18.8
01-12-2020,1895.9,3.9,50,231.7,99.2,255.2,280.9,14.7
01-12-2020,1762.4,2.6,42.5,248.9,89.7,239.9,263.1,14.6
01-12-2020,3097.5,7,105.6,161.7,91.6,313.5,359.5,29.6
01-12-2020,5287.2,21.5,191.9,45.4,95.4,431.1,510.6,46.1
01-12-2020,7263.2,79.6,216.6,1.4,102,512.8,618.3,61.3
01-12-2020,9079,139.5,216.6,0,119.2,605.1,739.6,84.1
01-12-2020,10147.1,150.2,213.9,0,117.3,700.4,866.5,97.3
01-12-2020,10040.3,130.5,197.4,0,97.3,752.7,937.4,88.2
01-12-2020,9613,107.3,178.2,0,80.1,781,967.6,61.3
01-12-2020,9399.4,101,157.7,0,71.5,816.2,1004.6,44.6
01-12-2020,8651.7,93,137.1,0,57.7,791.4,966.7,29.6
01-12-2020,7156.4,73.3,115.2,0,40.5,708.4,848.4,16.7
01-12-2020,6088.3,55.4,97.3,0,33.9,656.1,767.2,12.7
01-12-2020,5447.4,46.1,79.5,0,31,625.1,717.6,11.2
01-12-2020,4913.3,38.5,66.5,0,28.4,597.6,677,10
01-12-2020,4486.1,33.1,58.3,0,25.8,571.3,638.6,8.4
02-12-2020,4219.1,30,56.2,0,25.3,546.3,602.5,8.1
02-12-2020,4165.7,32.6,59,0,32,527.6,579.6,11.8
02-12-2020,4966.7,61.7,65.1,0,44.4,560.7,628.1,17.7
02-12-2020,5447.4,86.7,71.3,1.2,50.6,563.4,637.2,20.8
02-12-2020,4486.1,45.2,97.3,16.1,56.3,486.1,546.9,22.3
02-12-2020,4219.1,28.6,101.5,47.9,65.8,476.1,536,28.1
02-12-2020,3791.8,15.2,93.2,104.4,76.3,457.1,511.4,28.4
02-12-2020,1762.4,2.9,35,217.4,74.4,278.1,299.3,11.7
02-12-2020,1415.3,1.9,25.4,223.2,62.9,225.2,241.9,10.6
02-12-2020,1295.1,1.7,25,217.4,60.1,197.6,212.9,11.4
02-12-2020,1655.6,2.5,47.3,183.1,65.8,203.9,226,17.2
02-12-2020,2349.9,2.7,87.7,121.6,69.6,227.7,260.8,24.6
02-12-2020,2964,0.6,130.2,53.6,68.7,243.3,284.8,30.7
02-12-2020,3524.8,1.4,152.2,12.2,68.7,268.8,319.8,37.5
02-12-2020,3685,2.5,139.8,7.2,66.8,292.1,352.4,44.1
02-12-2020,3524.8,1,120.6,12.9,59.1,292.5,355.1,45.6
02-12-2020,3364.6,0.5,105.6,16.3,51.5,283.6,346.1,44.6
02-12-2020,3311.2,0.9,100.1,12.3,46.3,281.3,343.9,41
02-12-2020,3044.1,1.1,91.9,10.2,37.7,260.8,316.5,29.1
02-12-2020,2483.4,0.4,76.1,14.8,27.9,223.1,264.9,17
02-12-2020,2109.5,0.1,61,20.7,24.6,205.3,239.3,11.7
02-12-2020,1922.6,0.1,52.1,23.6,23.8,205.5,236.2,8.7
02-12-2020,1842.5,0.1,46.6,23.3,23.8,215.2,244.2,7
02-12-2020,1815.8,0.2,45.2,18.2,23.8,230.3,259.2,6.3
03-12-2020,1869.2,1.4,48,9.1,25.5,252.4,282.8,6.3
03-12-2020,2296.5,13.5,51.4,0.9,32.9,293.6,332.1,9.4
03-12-2020,3284.5,49.6,52.8,0,47.2,363,421.2,15.7
03-12-2020,4112.2,86.7,55.5,0.9,59.6,411.8,483.6,20
03-12-2020,4058.8,92.1,58.3,4.4,70.6,409.5,481.2,22.6
03-12-2020,4432.7,93.9,76.1,11,87.7,438.3,518.4,31.7
03-12-2020,4913.3,75.1,117.9,27.9,114.4,499.7,586.3,37
03-12-2020,2216.3,13.6,82.3,118.7,156.4,331.3,368.3,11.3
03-12-2020,1922.6,7.4,69.2,163.1,145,311.1,343.4,9.5
03-12-2020,1976,5.7,72.7,183.1,154.5,306.7,339.4,10.4
03-12-2020,3578.2,13.4,142.6,108.7,158.3,396.5,454.3,29.1
03-12-2020,6034.9,43.8,219.4,22.9,158.3,546.5,640.2,52.7
03-12-2020,8224.5,118,241.3,0.8,183.1,661.5,784,81.1
03-12-2020,10040.3,180.6,235.8,0,225.1,774.3,922.9,116.5
03-12-2020,11535.7,207.4,222.1,0,232.7,901.5,1083.5,137.8
03-12-2020,12710.6,216.4,208.4,0,200.3,1017.9,1227.9,131.7
03-12-2020,13885.5,218.2,200.2,0,160.2,1140.7,1363.7,118.6
03-12-2020,14526.4,209.2,191.9,0,141.1,1229.2,1465.2,106.4
03-12-2020,13137.8,168.1,171.4,0,113.5,1154.9,1392.8,73
03-12-2020,10360.7,110.9,144,0,73.4,968.4,1176.3,38
03-12-2020,7904.1,65.3,117.9,0,48.6,829.6,996.3,20.3
03-12-2020,6355.3,35.8,100.1,0,37.2,749.7,879,15.5
03-12-2020,5554.2,22.1,89.1,0,34.3,717.8,819.9,15.5
03-12-2020,5340.6,21,81.6,0,33.4,716.9,805.9,15.7
04-12-2020,5287.2,25.9,75.4,0,32.9,716.8,798.3,16.1
04-12-2020,5661,45.6,70.6,0,37.7,733.4,816.8,19
04-12-2020,7370,108.2,74,0,51.5,821.1,924.9,23.8
04-12-2020,8865.4,171.7,89.1,0.6,61,879.8,991.1,28.6
04-12-2020,6515.5,82.3,122,9.7,65.8,694.8,771.8,32.2
04-12-2020,5981.5,46.1,138.5,37.2,77.3,667.7,742,38
04-12-2020,5661,21.7,139.8,104.4,90.6,683.5,756.9,38
04-12-2020,2029.4,4.1,52.8,211.7,118.3,364.7,390.9,7.6
04-12-2020,1482,3,40.8,220.3,94.4,275,294.8,7.5
04-12-2020,1455.3,3,49.4,226,103,268,288,8.9
04-12-2020,2590.2,6.9,119.3,157.4,141.1,337.2,374.1,21
04-12-2020,4753.1,20.6,233.1,46.5,181.2,454.1,521.3,37
04-12-2020,6835.9,65.3,293.4,1.9,188.8,545.6,640.7,48.1
04-12-2020,7904.1,85.8,301.6,0,179.3,603.8,721.3,57.8
04-12-2020,7156.4,56.8,249.5,0,150.7,630,748.4,61.3
04-12-2020,5767.8,16.5,194.7,3.1,113.5,617.2,717.7,55.7
04-12-2020,3952,0,106.9,62.2,80.1,537.7,608.3,42.6
04-12-2020,3364.6,0,80.9,67.2,59.6,510.4,573.5,40
04-12-2020,2937.3,0,70.6,67.2,44.4,484,534.9,25.6
04-12-2020,2403.3,0,52.8,81.5,33.4,453.4,489.5,12.3
04-12-2020,2029.4,0,34.6,97.3,26.2,427.5,454.7,7.4
04-12-2020,1815.8,0,25.4,104.4,22.9,409.8,433.2,5.8
04-12-2020,1735.7,0,21.8,104.4,21.9,398.9,420.8,5.1
04-12-2020,1695.6,0,20.6,103,21.5,394.8,416,4.8
05-12-2020,1735.7,0,21.6,100.1,21.2,395.8,417,4.7
05-12-2020,1895.9,0,28.1,89.4,23.1,404.5,428.1,6
05-12-2020,2296.5,0,47.3,66.5,29.6,423.6,454.8,9.3
05-12-2020,2616.9,1.5,67.2,49.4,37.2,429.3,466.5,11.8
05-12-2020,2536.8,5.8,62.4,61.5,41.5,411.2,448.4,13.6
05-12-2020,2349.9,7.7,54.2,83.7,44.8,391.3,428.2,17
05-12-2020,2162.9,6.7,50,115.9,51.5,379.4,414.4,18
05-12-2020,1482,4.4,43.5,167.4,87.7,304.4,327,10.4
05-12-2020,1308.4,3.9,45.2,186,104,285.4,305.2,8.9
05-12-2020,1241.7,3.2,47.3,194.6,114.4,275.6,294.7,8.9
05-12-2020,1735.7,4.1,74.7,154.5,114.4,286.4,312.9,15.6
05-12-2020,2723.7,4,119.3,88,92.5,318.5,358.7,25.1
05-12-2020,3631.6,3.4,164.5,20.2,71.5,338.8,389.2,32.4
05-12-2020,4219.1,17,170,0.3,62,360.6,419.9,39.5
05-12-2020,4058.8,11.6,154.9,1.1,58.2,378,440.1,42.6
05-12-2020,3337.9,1,122,19.9,52,373.1,427.7,38.5
05-12-2020,2483.4,0,76.8,55.1,43.9,353.5,395.9,29.9
05-12-2020,2296.5,0,63.8,57.2,37.2,357.9,398.4,23.8
05-12-2020,2109.5,0,57.6,55.8,30.5,357.4,393.7,15.7
05-12-2020,1842.5,0,48,57.2,23.4,347.8,376.9,8.9
05-12-2020,1682.3,0,38.7,58.7,20.3,347,372.4,6.5
05-12-2020,1602.2,0,32.6,57.2,18.6,351.5,375.7,5.5
05-12-2020,1588.8,0,30.5,52.9,18.4,358,382.5,5.3
05-12-2020,1602.2,0,30.2,46.5,18.1,364.8,389.8,5.3
06-12-2020,1642.2,0,32.6,36.8,18.4,370.2,396.1,5.6
06-12-2020,1869.2,0.5,42.2,21.3,21.5,386.2,416.2,7.5
06-12-2020,2510.1,9.8,57.6,2.2,29.8,420.9,462,11.5
06-12-2020,3150.9,33.1,59.6,1.8,37.7,447.9,499.2,15.5
06-12-2020,3471.4,45.6,60.3,7.9,43.4,455.9,512.8,19.3
06-12-2020,3685,44.3,70.6,19.3,50.6,462.3,523.4,25.8
06-12-2020,3685,32.2,89.1,44.4,62,476.3,537.4,29.4
06-12-2020,2162.9,12,71.3,101.6,95.4,330.7,363.2,18.8
06-12-2020,1895.9,7.9,67.9,137.3,100.1,302.9,333.1,16.2
06-12-2020,1922.6,5.9,72.7,165.9,108.7,319.5,351.8,16.5
06-12-2020,2643.6,6.3,109.7,140.2,115.4,367.3,412.2,23.1
06-12-2020,3898.6,6.7,171.4,70.1,109.7,437.3,501.9,31.7
06-12-2020,4966.7,11.6,211.1,8.3,93.5,490,568.2,38
06-12-2020,5661,25.5,205.6,0,85.8,548.1,636.7,46.1
06-12-2020,5661,14.5,189.2,0.7,76.3,590.1,684.1,48.6
06-12-2020,5073.6,2,153.5,10.9,62,595.3,687.3,37
06-12-2020,4379.3,0,113.8,33.6,50.6,580.1,662.6,23.1
06-12-2020,3898.6,0,93.2,41.1,46.3,563.6,640.7,16.1
06-12-2020,3231.1,0,75.4,45.8,42,517.2,581.9,9
06-12-2020,2376.6,0,54.8,57.2,37.2,453.2,500.1,4.3
06-12-2020,2109.5,0,48.7,53.6,32.4,427,466.5,4.5
06-12-2020,2029.4,0,45.9,47.2,29.1,411.7,448.4,4.9
06-12-2020,2002.7,0,44.6,40.4,27.2,396.2,432,5.3
06-12-2020,2029.4,0,45.2,32.5,26.2,391.3,426.7,5.4
07-12-2020,2109.5,0.2,48.7,22.2,26.5,394.7,430.5,5.9
07-12-2020,2456.7,4.3,58.3,7,31,416.8,458.2,8.6
07-12-2020,3311.2,27.9,63.1,0.1,41,464.9,521.8,13.7
07-12-2020,3845.2,49.6,67.2,1.6,47.7,488,552.9,15.7
07-12-2020,3471.4,39.8,72,11.6,54.4,457.7,515.9,16.7
07-12-2020,3257.8,29.5,74.7,32.5,63.9,449.7,506.3,21.3
07-12-2020,2777.1,15.9,70.6,75.1,77.3,431.1,480.1,21.5
07-12-2020,1468.7,4,37,161.7,71.5,315.4,341.7,8.1
07-12-2020,1241.7,2.5,28.8,186,63.9,285.9,307.9,7
07-12-2020,1228.3,2.2,30.2,194.6,65.8,277.5,298.8,8.2
07-12-2020,2430,7.3,86.4,124.5,75.3,331.9,373.3,23.1
07-12-2020,4325.9,23.9,159,32.9,83.9,420.7,491.7,39
07-12-2020,5981.5,76.9,178.2,1.1,86.8,487.6,580.9,51.2
07-12-2020,7583.6,128.8,181,0,96.3,571,688.6,67.9
07-12-2020,8651.7,146.6,172.7,0,100.1,661.6,806.1,81.1
07-12-2020,8865.4,135.9,154.9,0,92.5,721.5,882.7,78
07-12-2020,8758.6,123.4,137.1,0,81.1,758,921.1,59.8
07-12-2020,8651.7,114.4,123.4,0,73.4,782.9,944.1,46.1
07-12-2020,7904.1,102.8,111,0,58.7,741.3,883.8,30.4
07-12-2020,6515.5,79.6,98.7,0,40.1,638.4,746.5,16.5
07-12-2020,5447.4,59.9,87.1,0,33.4,567.5,653.2,12.8
07-12-2020,4859.9,48.3,76.8,0,31,534,610.4,11.5
07-12-2020,4539.5,44.3,65.8,0,30.5,518.2,591.9,11
07-12-2020,4325.9,44.3,56.9,0,30,510.8,582.7,10.6
08-12-2020,4325.9,49.6,52.1,0,30.3,514.7,586.5,11.2
08-12-2020,4913.3,74.2,49.4,0,38.6,559.3,642.3,16.2
08-12-2020,7263.2,150.2,50.7,0,57.7,710,831.1,26.1
08-12-2020,9933.5,250.3,56.9,0.2,70.6,873.4,1027,29.9
08-12-2020,8544.9,194.9,80.9,2.5,80.1,777,898,32.9
08-12-2020,9719.9,180.6,131.6,9,96.3,870.7,1005.4,44.6
08-12-2020,9613,96.6,219.4,40.8,107.8,926.5,1066.4,50.7
08-12-2020,2670.3,11.4,98.7,150.2,145,389,431,15.1
08-12-2020,2056.1,7.2,80.2,177.4,139.2,334.7,371.7,11.5
08-12-2020,2029.4,5.8,85,191.7,152.6,337.6,376.1,12.4
08-12-2020,3685,13.1,157.7,108.7,164,423,487.6,35
08-12-2020,6355.3,49.2,241.3,19.9,206,563.3,666.1,76
08-12-2020,8972.2,141.3,257.7,0.7,259.4,686,818.6,119.6
08-12-2020,11108.4,211,244,0,305.2,781.5,942.1,160.1
08-12-2020,12283.3,221.7,227.6,0,331.9,866.5,1058.8,196.6
08-12-2020,12710.6,203.9,219.4,0,335.7,940.7,1162.8,218.9
08-12-2020,12710.6,186,200.2,0,274.7,985.8,1224.7,196.6
08-12-2020,12710.6,178.8,181,0,200.3,1025.9,1266.5,160.1
08-12-2020,12390.1,177,167.3,0,141.1,1019.6,1243.5,122.6
08-12-2020,11428.8,169.9,154.9,0,94.4,958.5,1145.1,83.1
08-12-2020,10788,164.5,145.3,0,73.4,939.5,1101.8,61.3
08-12-2020,10681.2,166.3,134.4,0,64.9,953.6,1103,50.2
08-12-2020,10681.2,168.1,127.5,0,66.8,975.3,1119.1,47.1
08-12-2020,10360.7,164.5,122,0,76.3,976.8,1120.7,50.2
09-12-2020,9826.7,159.1,117.9,0,99.2,954.2,1098.1,64.3
09-12-2020,9506.2,162.7,112.4,0,125.9,929.9,1081.3,85.1
09-12-2020,11001.6,223.5,104.2,0,124,1022.9,1204.3,74
09-12-2020,12924.2,311.1,101.5,0.3,114.4,1121.4,1325.3,52.2
09-12-2020,8544.9,196.7,104.2,2.7,133.5,792.5,922.2,35
09-12-2020,7904.1,148.4,135.7,10.4,141.1,746.7,872.7,42.1
09-12-2020,7476.8,78.7,197.4,39.7,148.8,744.5,868.8,43.6
09-12-2020,3070.8,13.5,113.8,138.8,169.8,423.2,477.1,17.2
09-12-2020,2376.6,6.5,85,191.7,146.9,379.4,423.3,12.7
09-12-2020,2243,4.4,80.2,220.3,145,374.7,417.6,12.8
09-12-2020,3685,9.3,146.7,130.2,135.4,433.5,500.5,31.4
09-12-2020,6141.7,39.8,219.4,22.4,125.9,527.2,630.4,53.2
09-12-2020,8438.1,121.6,224.8,0.7,135.4,594.6,725.7,75
09-12-2020,10253.9,189.5,216.6,0,164,663.5,822.5,104.4
09-12-2020,11642.5,221.7,200.2,0,162.1,753.2,943.8,118.6
09-12-2020,12603.8,239.6,174.1,0,139.2,850.5,1072.7,106.4
09-12-2020,13244.6,246.8,149.4,0,127.8,934.2,1175,92.2
09-12-2020,12924.2,236,131.6,0,150.7,947.8,1196.1,110.5
09-12-2020,11001.6,198.5,122,0,158.3,822,1049.9,113.5
09-12-2020,8224.5,139.5,116.5,0,129.7,624.8,804.4,85.1
09-12-2020,6034.9,86.7,102.8,0,90.6,492.3,625.4,51.7
09-12-2020,4539.5,47.8,89.1,0,53.9,408.4,504.4,23.6
09-12-2020,3044.1,14.5,74,0.3,31,323.3,383,8.7
09-12-2020,2616.9,6.7,63.8,0.9,27.2,302.8,352.6,7.7
10-12-2020,2643.6,10.3,57.6,0.3,28.6,310.5,359.7,8.4
10-12-2020,3097.5,25.7,54.2,0,36.2,338.3,394.3,12.5
10-12-2020,4165.7,63.5,52.8,0,50.1,390.5,465.3,19.8
10-12-2020,4806.5,97.5,52.1,0.6,59.6,407.2,493,24.8
10-12-2020,4539.5,93.9,54.8,3.6,66.8,369.3,450.5,29.4
10-12-2020,4646.3,84.9,74,11,79.2,366.1,450.9,38
10-12-2020,4272.5,54.5,101.5,30.8,94.4,343,421.2,39.5
10-12-2020,2162.9,21.9,76.8,62.2,120.2,186.4,227.4,23.3
10-12-2020,1842.5,15.4,72.7,80.1,119.2,166.4,201.9,21.3
10-12-2020,1789.1,12.1,72.7,85.1,125.9,161.4,195.8,22.3
